end_id	source_record_id	source_end_id	source_id	species	sample_id	assay	evidence_class	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	intensity	category	associated_gene	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_619952_r000048	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000047	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000047	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	619952	619951	619952	-	-1.753387511	P	SLIV_02955	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_620130_r000049	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000048	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000048	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	620130	620129	620130	+	0.388000923	P	SLIV_02950	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_623243_r000050	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000049	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000049	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	623243	623242	623243	+	0.492384512	P	SLIV_02970	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_634648_r000051	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000050	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000050	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	634648	634647	634648	-	-3.179365827	S	SLIV_03035	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_634925_r000052	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000051	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000051	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	634925	634924	634925	-	-3.336957786	P	SLIV_03035	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_636667_r000053	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000052	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000052	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	636667	636666	636667	+	3.282732841	N	-	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_636774_r000054	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000053	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000053	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	636774	636773	636774	+	0.783385204	C	SLIV_03040	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_637982_r000055	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000054	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000054	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	637982	637981	637982	+	0.776001846	P	SLIV_03040	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_639976_r000056	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000055	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000055	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	639976	639975	639976	-	-0.425426001	S	SLIV_03050	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_640101_r000057	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000056	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000056	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	640101	640100	640101	-	-0.574618026	P	SLIV_03050	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_642263_r000058	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000057	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000057	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	642263	642262	642263	-	-1.097044258	P	SLIV_03065	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_657002_r000059	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000058	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000058	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	657002	657001	657002	-	-3.470874807	P	SLIV_03130	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_678453_r000060	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000059	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000059	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	678453	678452	678453	-	-0.641576537	C	SLIV_03215	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_680752_r000061	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000060	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000060	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	680752	680751	680752	-	-1.231469567	P	SLIV_03230	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_681797_r000062	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000061	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000061	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	681797	681796	681797	-	-6.72305764	N	-	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_692795_r000063	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000062	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000062	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	692795	692794	692795	-	-0.291000692	P	SLIV_03285	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_696876_r000064	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000063	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000063	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	696876	696875	696876	+	0.903043797	P	SLIV_03300	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_710877_r000065	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000064	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000064	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	710877	710876	710877	-	-0.335809128	P	SLIV_03355	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_718747_r000066	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000065	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000065	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	718747	718746	718747	+	1.112319262	P	SLIV_03390	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_729222_r000067	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000066	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000066	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	729222	729221	729222	+	0.343192487	P	SLIV_03425	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_756846_r000068	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000067	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000067	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	756846	756845	756846	-	-1.611578844	P	SLIV_03540	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_758118_r000069	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000068	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000068	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	758118	758117	758118	-	-1.925746186	P	SLIV_03545	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_807059_r000070	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000069	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000069	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	807059	807058	807059	+	0.544576306	P	SLIV_03765	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_810935_r000071	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000070	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000070	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	810935	810934	810935	-	-15.19797793	N	-	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_829600_r000072	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000071	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000071	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	829600	829599	829600	-	-2.000088055	P	SLIV_03865	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_839742_r000073	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000072	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000072	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	839742	839741	839742	-	-0.440192717	N	-	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_849088_r000074	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000073	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000073	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	849088	849087	849088	-	-0.440192717	N	-	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_853257_r000075	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000074	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000074	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	853257	853256	853257	+	1.574662054	P	SLIV_03965	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_861788_r000076	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000075	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000075	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	861788	861787	861788	+	0.551959664	P	SLIV_04010	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_907960_r000077	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000076	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000076	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	907960	907959	907960	+	0.656851541	P	SLIV_04175	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_909442_r000078	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000077	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000077	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	909442	909441	909442	+	0.485001154	P	SLIV_04180	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_928558_r000079	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000078	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000078	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	928558	928557	928558	+	49.30819208	P	SLIV_04245	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_973441_r000080	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000079	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000079	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	973441	973440	973441	+	0.425426001	P	SLIV_04455	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_986396_r000081	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000080	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000080	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	986396	986395	986396	-	-0.664234899	P	SLIV_04530	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_1010292_r000082	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000081	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000081	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	1010292	1010291	1010292	-	-0.52980959	P	SLIV_04635	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_1016131_r000083	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000082	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000082	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	1016131	1016130	1016131	-	-0.835576998	P	SLIV_04665	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_1025285_r000084	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000083	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000083	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	1025285	1025284	1025285	-	-1.044852464	C	SLIV_04695	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_1027221_r000085	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000084	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000084	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	1027221	1027220	1027221	+	1.574153766	A	SLIV_04705	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_1029953_r000086	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000085	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000085	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	1029953	1029952	1029953	-	-0.544576306	C	SLIV_04720	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_1030255_r000087	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000086	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000086	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	1030255	1030254	1030255	-	-12.14386186	P	SLIV_04725	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_1041031_r000088	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000087	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000087	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	1041031	1041030	1041031	-	-0.596768101	P	SLIV_04780	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_1055458_r000089	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000088	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000088	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	1055458	1055457	1055458	+	0.49976787	P	SLIV_04830	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_1066320_r000090	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000089	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000089	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	1066320	1066319	1066320	+	0.76123513	P	SLIV_04885	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_1068268_r000091	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000090	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000090	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	1068268	1068267	1068268	+	0.335809128	P	SLIV_04900	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_1069193_r000092	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000091	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000091	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	1069193	1069192	1069193	+	0.895152151	N	-	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_1100216_r000093	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000092	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000092	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	1100216	1100215	1100216	+	1.044852464	P	SLIV_05035	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
