end_id	source_record_id	source_end_id	source_id	species	sample_id	assay	evidence_class	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	gene_upstream	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_246953_r000051	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000050	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000050	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	246953	246952	246953	+	rplL	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_251318_r000052	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000051	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000051	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	251318	251317	251318	+	rpoB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_255618_r000053	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000052	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000052	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	255618	255617	255618	+	rpoC	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_257203_r000054	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000053	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000053	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	257203	257202	257203	+	Dda3937_00222	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_274258_r000055	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000054	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000054	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	274258	274257	274258	+	hupA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_274958_r000056	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000055	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000055	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	274958	274957	274958	-	purD	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_287317_r000057	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000056	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000056	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	287317	287316	287317	-	yhdW	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_288616_r000058	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000057	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000057	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	288616	288615	288616	-	Dda3937_01579	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_289464_r000059	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000058	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000058	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	289464	289463	289464	-	yecS	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_290116_r000060	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000059	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000059	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	290116	290115	290116	-	fliY	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_292411_r000061	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000060	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000060	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	292411	292410	292411	+	Dda3937_01582	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_307326_r000062	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000061	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000061	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	307326	307325	307326	-	fis	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_308975_r000063	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000062	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000062	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	308975	308974	308975	-	prmA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_311758_r000064	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000063	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000063	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	311758	311757	311758	-	accC	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_313102_r000065	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000064	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000064	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	313102	313101	313102	-	accB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_316156_r000066	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000065	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000065	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	316156	316155	316156	-	yhdH	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_320727_r000067	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000066	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000066	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	320727	320726	320727	+	mreB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_328475_r000068	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000067	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000067	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	328475	328474	328475	+	yhdP	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_329980_r000069	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000068	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000068	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	329980	329979	329980	+	tldD	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_338131_r000070	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000069	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000069	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	338131	338130	338131	-	rnk	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_338169_r000071	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000070	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000070	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	338169	338168	338169	+	pmbA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_338724_r000072	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000071	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000071	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	338724	338723	338724	-	npr	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_340569_r000073	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000072	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000072	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	340569	340568	340569	-	hpf	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_343089_r000074	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000073	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000073	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	343089	343088	343089	-	lptA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_350152_r000075	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000074	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000074	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	350152	350151	350152	+	mlaC	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_350405_r000076	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000075	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000075	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	350405	350404	350405	+	mlaB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_352102_r000077	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000076	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000076	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	352102	352101	352102	+	murA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_353224_r000078	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000077	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000077	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	353224	353223	353224	-	degQ	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_354802_r000079	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000078	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000078	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	354802	354801	354802	-	yhcB_2	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_354803_r000080	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000079	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000079	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	354803	354802	354803	-	yhcB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_355161_r000081	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000080	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000080	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	355161	355160	355161	-	yhcB_1	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_356618_r000082	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000081	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000081	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	356618	356617	356618	-	Dda3937_00700	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_358560_r000083	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000082	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000082	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	358560	358559	358560	+	rplM	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_358933_r000084	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000083	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000083	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	358933	358932	358933	+	rpsI	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_361966_r000085	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000084	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000084	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	361966	361965	361966	+	sspA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_362454_r000086	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000085	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000085	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	362454	362453	362454	+	sspB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_362992_r000087	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000086	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000086	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	362992	362991	362992	-	gltD	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_364409_r000088	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000087	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000087	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	364409	364408	364409	-	gltB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_376051_r000089	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000088	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000088	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	376051	376050	376051	-	yraP	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_377621_r000090	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000089	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000089	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	377621	377620	377621	-	lpoA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_383171_r000091	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000090	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000090	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	383171	383170	383171	-	ygiC	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_385351_r000092	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000091	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000091	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	385351	385350	385351	-	tolC	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_389915_r000093	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000092	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000092	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	389915	389914	389915	+	yqiA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_392843_r000094	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000093	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000093	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	392843	392842	392843	-	mdaB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_396131_r000095	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000094	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000094	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	396131	396130	396131	+	parC	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_398541_r000096	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000095	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000095	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	398541	398540	398541	-	dkgA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
