locus_tag	tts_position	gff_matched	inferred_strand	confidence	note
CDIF630_00556	514259	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS02775 (513198-514175, +链); Location TTS=3UTR
CDIF630_00562	520917	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS02805 (520580-521932, +链); Location TTS=orphan
CDIF630_00562	522203	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS02805 (520580-521932, +链); Location TTS=orphan
CDIF630nc_127	523095	是	+	低	locus tag(CDIF630nc_127)未命中; 按坐标关联到GFF gene/CDIF630_RS20400 (523123-523269, +链), 低置信
CDIF630_00565	525212	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS02830 (523331-525097, +链); Location TTS=3UTR
CDIF630_00565	525452	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS02830 (523331-525097, +链); Location TTS=3UTR
CDIF630_00567	527023	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS02845 (526769-526972, +链); Location TTS=3UTR
CDIF630_00568	528359	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS02850 (527143-528303, +链); Location TTS=3UTR
CDIF630nc_011	528622	是	+	低	locus tag(CDIF630nc_011)未命中; 按坐标关联到GFF gene/CDIF630_RS20405 (528563-528703, +链), 低置信
CDIF630nc_011	528321	是	+	低	locus tag(CDIF630nc_011)未命中; 按坐标关联到GFF gene/CDIF630_RS20405 (528563-528703, +链), 低置信
CDIF630_00569	531151	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS02865 (529652-531052, +链); Location TTS=3UTR
CDIF630_00581	543816	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS02925 (542832-543461, +链); Location TTS=3UTR
CDIF630_00581	543956	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS02925 (542832-543461, +链); Location TTS=3UTR
CDIF630_00583	547262	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS02940 (544992-547106, +链); Location TTS=3UTR
CDIF630_00588	555481	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS02965 (552637-555297, +链); Location TTS=3UTR
CDIF630_00589	555432	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS02970 (555478-556659, -链); Location TTS=3UTR
CDIF630nc_012	565538	否		无法确定	locus tag(CDIF630nc_012)未命中且坐标(565538-565635)处无唯一GFF特征, 需人工核查
CDIF630_00598	565538	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS03020 (565721-567520, -链); Location TTS=3UTR
CDIF630_00602	570321	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03040 (569324-570103, +链); Location TTS=3UTR
CDIF630_00603	570276	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS03045 (570353-570979, -链); Location TTS=3UTR
CDIF630_00604	571075	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS03050 (571122-571379, -链); Location TTS=3UTR
CDIF630_00605	572367	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03055 (571705-572217, +链); Location TTS=3UTR
CDIF630_00610	576975	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03080 (575482-576906, +链); Location TTS=3UTR
CDIF630_00613	580283	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS03095 (580460-581620, -链); Location TTS=3UTR
CDIF630_00615	583044	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS03105 (583104-583931, -链); Location TTS=3UTR
CDIF630_00615	582604	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS03105 (583104-583931, -链); Location TTS=3UTR
CP010905.2:584137..584243	584272	否		无法确定	坐标处无唯一GFF特征, 需人工核查
CDIF630_00617	584728	是	+	高	locus tag直接命中 GFF gene/sugE (584313-584633, +链); Location TTS=3UTR
CDIF630_00618	584644	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS03115 (584766-585446, -链); Location TTS=3UTR
CDIF630_00623	589730	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03140 (588688-589527, +链); Location TTS=3UTR
CDIF630_00625	591467	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03150 (591229-591417, +链); Location TTS=3UTR
CDIF630_00626	597177	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03155 (592201-597072, +链); Location TTS=3UTR
CDIF630nc_013	597490	否		无法确定	locus tag(CDIF630nc_013)未命中且坐标(597392-597491)处无唯一GFF特征, 需人工核查
CDIF630_00627	597502	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS03160 (597567-598811, -链); Location TTS=3UTR
CDIF630_00631	605196	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03180 (603872-605050, +链); Location TTS=3UTR
CDIF630_00633	607788	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03190 (606902-607606, +链); Location TTS=3UTR
CDIF630_00634	607701	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS20410 (607893-608051, -链); Location TTS=3UTR
CDIF630_00636	613635	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03205 (612000-613286, +链); Location TTS=3UTR
CDIF630_00637	613566	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS03210 (613665-614675, -链); Location TTS=3UTR
CDIF630_00641	617517	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS03225 (617572-618882, -链); Location TTS=3UTR
CDIF630_00655	632658	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03295 (632029-632625, +链); Location TTS=3UTR
CDIF630_00658	635420	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03310 (634742-635353, +链); Location TTS=3UTR
CDIF630_00658	634820	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03310 (634742-635353, +链); Location TTS=CDS
CDIF630_00659	636702	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03315 (635814-636593, +链); Location TTS=3UTR
CDIF630_00661	638634	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03325 (637168-638550, +链); Location TTS=3UTR
CDIF630_00662	639546	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03330 (638766-639176, +链); Location TTS=3UTR
CDIF630_00663	641558	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03335 (640448-641104, +链); Location TTS=3UTR
CDIF630_00664	641483	是	-	高	locus tag直接命中 GFF gene/sleC (641612-642883, -链); Location TTS=3UTR
CDIF630_00669	647354	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03365 (646581-647336, +链); Location TTS=3UTR
CDIF630_00670	649254	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03370 (647410-649077, +链); Location TTS=3UTR
CDIF630_00672	651312	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03380 (650629-651192, +链); Location TTS=3UTR
CDIF630_00673	652580	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03385 (651680-652516, +链); Location TTS=3UTR
CDIF630_00674	653860	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03390 (652815-653810, +链); Location TTS=3UTR
CDIF630_00675	653812	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS03395 (654067-654471, -链); Location TTS=3UTR
CDIF630_00677	659018	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03410 (656706-658943, +链); Location TTS=3UTR
CDIF630_00679	660475	是	+	高	locus tag直接命中 GFF gene/trmL (660385-660855, +链); Location TTS=CDS
CDIF630_00680	661906	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03425 (660891-661739, +链); Location TTS=3UTR
CDIF630_00680	661093	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03425 (660891-661739, +链); Location TTS=CDS
CDIF630nc_014	661906	是	+	低	locus tag(CDIF630nc_014)未命中; 按坐标关联到GFF gene/CDIF630_RS03425 (660891-661739, +链), 低置信
CDIF630_00682	664868	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03435 (663378-664490, +链); Location TTS=3UTR
CDIF630_00683	665669	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03440 (664913-665674, +链); Location TTS=CDS
CP010905.2:667889..668127	668148	是	+	低	坐标定位到GFF特征 binding_site/ (667889-668127, +链), 非基因特征, 低置信
CDIF630_00687	670264	是	+	高	locus tag直接命中 GFF gene/thrS (668191-670110, +链); Location TTS=3UTR
CDIF630_00688	672119	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03460 (670878-671969, +链); Location TTS=3UTR
CDIF630_00689	674789	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03465 (672639-673979, +链); Location TTS=3UTR
CDIF630_00689	674950	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03465 (672639-673979, +链); Location TTS=3UTR
CDIF630_00690	674621	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS03470 (674692-675261, -链); Location TTS=3UTR
CDIF630_00693	679487	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03490 (677927-679387, +链); Location TTS=3UTR
CDIF630_00695	683080	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03500 (680369-682936, +链); Location TTS=3UTR
CDIF630_00696	683088	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS03515 (683554-684453, -链); Location TTS=3UTR
CDIF630_00699	689305	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03530 (688704-688883, +链); Location TTS=3UTR
CDIF630_00701	690345	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03540 (689816-690103, +链); Location TTS=3UTR
CDIF630_00703	698307	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03550 (693014-698224, +链); Location TTS=3UTR
CDIF630_00709	705172	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03580 (704506-705042, +链); Location TTS=3UTR
CDIF630_00712	707104	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03595 (706104-706676, +链); Location TTS=3UTR
CDIF630_00714	709594	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03610 (708220-708753, +链); Location TTS=3UTR
CDIF630_00715	709540	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS20130 (709766-710362, -链); Location TTS=3UTR
CDIF630_00718	713156	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03640 (712010-712675, +链); Location TTS=3UTR
CDIF630nc_015	713156	是	+	低	locus tag(CDIF630nc_015)未命中; 按坐标关联到GFF pseudogene/CDIF630_RS21080 (713218-713337, +链), 低置信
CDIF630_00719	714834	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03650 (713464-714366, +链); Location TTS=3UTR
CDIF630_00720	714964	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS03655 (715044-715616, -链); Location TTS=3UTR
CDIF630_00721	716699	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03660 (716019-716588, +链); Location TTS=3UTR
CDIF630_00722	716730	否		无法确定	locus tag(CDIF630_00722)未命中且坐标(716924-718261)处无唯一GFF特征, 需人工核查
CDIF630_00722	716639	否		无法确定	locus tag(CDIF630_00722)未命中且坐标(716924-718261)处无唯一GFF特征, 需人工核查
CDIF630_00726	723733	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS20430 (723969-724145, -链); Location TTS=3UTR
CDIF630_00728	724915	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS03705 (724956-725780, -链); Location TTS=3UTR
CDIF630_00731	727692	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS03720 (727802-727951, -链); Location TTS=3UTR
CDIF630_00740	736815	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03765 (736105-736686, +链); Location TTS=3UTR
CDIF630_00741	737210	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS03770 (737260-737937, -链); Location TTS=3UTR
CDIF630_00750	746040	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS20435 (745767-745937, +链); Location TTS=3UTR
CDIF630_00751	747617	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03820 (746310-747431, +链); Location TTS=3UTR
CDIF630_00752	748142	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03825 (747636-748124, +链); Location TTS=3UTR
CDIF630_00755	750079	否		无法确定	locus tag(CDIF630_00755)未命中且坐标(749652-749768)处无唯一GFF特征, 需人工核查
CDIF630_00759	754213	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03860 (752957-753637, +链); Location TTS=3UTR
CDIF630_00760	756010	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03870 (755054-755704, +链); Location TTS=3UTR
CDIF630_00767	764848	是	+	低	locus tag(CDIF630_00767)未命中; 按坐标关联到GFF gene/CDIF630_RS03910 (763734-764372, +链), 低置信
CDIF630_00768	766819	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03915 (765378-766112, +链); Location TTS=3UTR
CDIF630_00771	770236	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS03930 (769773-770153, +链); Location TTS=3UTR
CDIF630_00776	788629	是	+	高	locus tag直接命中 GFF gene/tcdA (780383-788515, +链); Location TTS=3UTR
CDIF630_00777	788584	是	-	高	locus tag直接命中 GFF gene/tcdC (788850-789548, -链); Location TTS=3UTR
CDIF630_00778	790301	是	+	高	locus tag直接命中 GFF gene/cdd1 (789974-790219, +链); Location TTS=3UTR
CDIF630_00779	790240	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS03970 (790437-790706, -链); Location TTS=3UTR
CDIF630nc_017	796594	是	+	低	locus tag(CDIF630nc_017)未命中; 按坐标关联到GFF gene/CDIF630_RS04000 (794931-796337, +链), 低置信
CDIF630_00785	798706	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04005 (798099-798488, +链); Location TTS=3UTR
CDIF630_00787	801093	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04015 (800246-801031, +链); Location TTS=3UTR
CDIF630_00788	802807	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04020 (801906-802613, +链); Location TTS=3UTR
CDIF630_00796	813194	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04070 (811742-812764, +链); Location TTS=3UTR
CDIF630_00797	813226	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS04075 (813279-814682, -链); Location TTS=3UTR
CDIF630nc_018	815825	是	+	低	locus tag(CDIF630nc_018)未命中; 按坐标关联到GFF gene/infC (815871-816362, +链), 低置信
CDIF630_00800	817055	是	+	高	locus tag直接命中 GFF gene/rplT (816640-816996, +链); Location TTS=3UTR
CDIF630_00801	818056	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04095 (817305-817850, +链); Location TTS=3UTR
CDIF630_00802	820567	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04100 (818326-820251, +链); Location TTS=3UTR
CDIF630_00804	824299	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04110 (823400-824179, +链); Location TTS=3UTR
CDIF630_00805	824258	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS04115 (824489-825310, -链); Location TTS=3UTR
CDIF630_00806	825677	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS04120 (826253-827071, -链); Location TTS=3UTR
CDIF630_00808	828084	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04130 (827817-828011, +链); Location TTS=3UTR
CDIF630_00809	828022	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS04135 (828175-829917, -链); Location TTS=3UTR
CDIF630_00811	832763	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04145 (832009-832680, +链); Location TTS=3UTR
CP010905.2:834051..834285	834309	是	+	低	坐标定位到GFF特征 binding_site/ (834051-834285, +链), 非基因特征, 低置信
CDIF630_00816	838426	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04165 (837789-838379, +链); Location TTS=3UTR
CDIF630_00820	843973	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04185 (843280-843756, +链); Location TTS=3UTR
CDIF630_00821	845257	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04190 (844274-845095, +链); Location TTS=3UTR
CDIF630_00822	847926	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04195 (845318-847831, +链); Location TTS=3UTR
CDIF630_00823	847875	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS04200 (848035-849486, -链); Location TTS=3UTR
CDIF630_00825	852557	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04210 (852251-852664, +链); Location TTS=CDS
CDIF630_00826	854830	是	+	高	locus tag直接命中 GFF gene/argS (852923-854623, +链); Location TTS=3UTR
CDIF630nc_020	854830	是	+	低	locus tag(CDIF630nc_020)未命中; 按坐标关联到GFF gene/CDIF630_RS04220 (854876-855799, +链), 低置信
CDIF630_00828	855500	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS04225 (855804-856010, -链); Location TTS=3UTR
CDIF630_00830	859135	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04235 (857918-859060, +链); Location TTS=3UTR
CDIF630_00831	860450	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04245 (859393-860304, +链); Location TTS=3UTR
CDIF630_00831	860853	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04245 (859393-860304, +链); Location TTS=3UTR
CDIF630_00832	862131	是	+	高	locus tag直接命中 GFF gene/cooS (860911-862830, +链); Location TTS=CDS
CDIF630_00833	864096	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04255 (863140-863919, +链); Location TTS=3UTR
CDIF630_00834	865935	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04260 (864168-865844, +链); Location TTS=3UTR
CDIF630_00841	872420	是	+	高	locus tag直接命中 GFF gene/acsD (871448-872392, +链); Location TTS=3UTR
CDIF630_00845	877375	是	+	高	locus tag直接命中 GFF gene/gcvH (876916-877293, +链); Location TTS=3UTR
CDIF630_00852	883212	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04350 (882819-883169, +链); Location TTS=3UTR
CDIF630_00853	884560	是	+	高	locus tag直接命中 GFF gene/hisJ (883715-884494, +链); Location TTS=3UTR
CDIF630_00855	887078	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04365 (886241-886753, +链); Location TTS=3UTR
CDIF630_00856	887034	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS04370 (887169-888266, -链); Location TTS=3UTR
CDIF630_00859	891440	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS04385 (891522-892286, -链); Location TTS=3UTR
CDIF630_00860	892636	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04390 (892545-892635, +链); Location TTS=3UTR
CDIF630_00862	894327	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04400 (893532-894272, +链); Location TTS=3UTR
CDIF630_00866	899648	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04420 (899533-901599, +链); Location TTS=CDS
CP010905.2:901982..902192	902217	是	+	低	坐标定位到GFF特征 binding_site/ (901982-902192, +链), 非基因特征, 低置信
CP010905.2:901982..902192	902352	是	+	低	坐标定位到GFF特征 binding_site/ (901982-902192, +链), 非基因特征, 低置信
CDIF630_00870	904772	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04435 (903997-904719, +链); Location TTS=3UTR
CDIF630nc_021	904840	是	+	低	locus tag(CDIF630nc_021)未命中; 按坐标关联到GFF gene/CDIF630_RS04435 (903997-904719, +链), 低置信
CDIF630_00873	908781	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS20925 (907896-908699, +链); Location TTS=3UTR
CDIF630_00874	909755	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04455 (908942-909583, +链); Location TTS=3UTR
CDIF630_00875	912757	是	+	高	locus tag直接命中 GFF gene/pdcB (910995-912665, +链); Location TTS=3UTR
CDIF630_00876	912691	是	-	高	locus tag直接命中 GFF gene/pflA (912787-913521, -链); Location TTS=3UTR
CDIF630_00877	913575	是	-	高	locus tag直接命中 GFF gene/pflB (913681-915912, -链); Location TTS=3UTR
CDIF630_00879	919099	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04480 (917357-918970, +链); Location TTS=3UTR
CDIF630nc_022	923633	是	+	低	locus tag(CDIF630nc_022)未命中; 按坐标关联到GFF gene/CDIF630_RS04510 (923322-923687, +链), 低置信
CDIF630_00886	924617	是	+	高	locus tag直接命中 GFF gene/srlD (923788-924561, +链); Location TTS=3UTR
CDIF630_00886	924693	是	+	高	locus tag直接命中 GFF gene/srlD (923788-924561, +链); Location TTS=3UTR
CDIF630_00890	928900	是	+	高	locus tag直接命中 GFF gene/sigF (927942-928706, +链); Location TTS=3UTR
CDIF630_00893	931064	是	+	高	locus tag直接命中 GFF gene/spoVAE (930617-930979, +链); Location TTS=3UTR
CDIF630_00894	932302	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04555 (931162-932178, +链); Location TTS=3UTR
CDIF630_00898	936180	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS04575 (935077-936012, +链); Location TTS=3UTR
CDIF630_00899	936205	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS04580 (936287-938980, -链); Location TTS=3UTR
